2,4,3,1,2,1,2,1,1,8,2,3,2,1,2,3,1,1,2,4,3
1.5,1.3,1.45,0.95,1.6,1,1.6,1,1,-10,1.6,1.5,1.6,0.95,1.6,1.5,1,1,1.5,1.3,1.45
8,13,11,3,7,2,7,2,2,1,10,12,9,3,9,12,4,4,8,13,11
0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1
6,8,7,1,6,1,6,1,1,0,6,7,6,1,6,7,1,1,6,8,7
0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
