2,4,3,1,2,1,1,8,2,4,3
1.5,1.3,1.45,0.95,1.6,1,1,-10,1.5,1.3,1.45
8,13,11,3,7,2,2,1,8,13,11
0,-1,-1,1,0,0,0,0,0,-1,-1
6,8,7,1,6,1,1,0,6,8,7
0,0,0,0,0,6,6,0,0,0,0
