2,4,3,1,2,1,2,1,1,8,2,2,2,2,2,3,1,1,2,2,1,1,2,1,1,2,4,3
1.5,1.3,1.45,0.95,1.6,1,1.6,1,1,-10,1.6,1.6,1.6,1.6,1.6,1.45,1,1,1.6,1.6,0.95,1,1.6,1,1,1.5,1.3,1.45
8,13,11,3,7,2,7,2,2,1,10,9,10,9,10,11,4,4,9,9,3,4,9,4,4,8,13,11
0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,-1,-1
6,8,7,1,6,1,6,1,1,0,6,6,6,6,6,7,1,1,6,6,1,1,6,1,1,6,8,7
0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
